,id,followers,genres,name,popularity
498388,0bEXRDXltrRuasbRWLINd0,949.0,[],DNZR,9
571263,2nACCGa7LWAx4nC6un8MIQ,17.0,[],Hi On Life,0
175719,1yV4le9ZJmFMARsvdSNbuL,2015.0,[],Ein Fall für die Rosen,26
729807,5f9oNdn4OAnskiAeqoECgN,37.0,[],The Brainfuck Assembly,0
687941,5EDsCFGguCDiNX2jXfpsNG,2427.0,['new jersey hardcore'],Ripping Corpse,10
470189,4oMBMueIpCIxuRToQimS3D,56.0,[],Da Bhann,6
782425,78FsXIii2TCPwNCjWvi18p,34.0,[],Angel Samos,1
857488,2uCi2zeQnzcxnPqZq5ThqU,63.0,[],Sascha Nell,6
303067,0GbQ8VQvUsHdoQ4IJOGs9Q,4.0,[],Newnoyes,0
257169,5y51EHpzGr7CwrhAnO74Gp,1255.0,['russelater'],Tunge Ferrari,32
288800,09mk8X1qeA7JlMHMSmqw7c,2392.0,"['classic mandopop', 'vintage chinese pop']",田震,20
300907,0hYPd5eVIoGvMm3hZFW9Dw,46.0,[],Os Inflexos,1
491745,1kEafYKgGRTgCf1iVCDFJZ,125.0,[],Aaron MacDonald,8
265242,1cMS9Xp7aPNqknGJpDuQNZ,1423.0,[],Kim Huyn Joong,19
71985,00NHlF66N4hZmo2QZpckBI,0.0,[],mgSLEDGE,0
876219,6r0pk8RAtDFswAFNVaXE1d,129.0,[],Savid,7
809316,4z8hRuxKD2zro5HMm3pLCE,36.0,[],Lee Allen & His Band,0
454748,7sn5mRvuVnWKYOCfj8oHtM,31.0,[],Michael Maher,0
1000340,3HrhU7stWoj2sMXKUVOm9T,26.0,[],Josh Moody,0
624816,03Q0NJWQ9Ld79rK7mfoGah,201.0,[],Julio Barreto Cuban Quartet,2
883118,6HfQ8s4r8Y37hTBAtqgTGv,11202.0,[],"NCT (TAEIL, TAEYONG, DOYOUNG)",30
217763,0UDmzY8JafbFrzYlZY8NkN,10.0,[],Relac'Soundfactory,5
165908,0ATaMBIaHwtM6LZpQam5r2,10130.0,['rap calme'],8ruki,45
556527,4j4yx3FA1TNAQb8lZ6sctb,59.0,[],Sonny Burgess & The Legendary Pacers,2
784649,4MOQH0ouuh2i5mjfXOto0Z,310.0,['violao'],Chrystian Dozza,7
383689,02MMzC41AFzuL2kLZ6KoOe,6.0,[],Down Home Super Trio,0
1074518,6e3pBoU2GP4A5JC8C1lV9P,5.0,[],Solex & Badlands,0
476928,0xKD4K4UgAtX9HxsmrFBXK,313.0,['deep liquid'],Oscillist,4
443111,3wu368soKtL2wBCTr4mBZm,8.0,[],Rich Deville,0
1042214,04rBVBvkuHpOSAlsu5rWAp,329.0,['reggaeton flow'],Dynel Y Ovi,8
819589,7e4gi34F6IRHy2XVDcbDdE,627.0,[],Flipside,10
473151,2IgEF2KGFV74xZWgJrwkH4,37.0,[],Langdana,0
811466,0WGEwtr4T8Xa9yo0RowqHp,8.0,[],Vivid Glimpse,0
923958,6Pq0btGeyToqlS2M78A89J,4.0,[],Nattai,0
987309,0nbK1qu7ZMsI6o2eshOVyr,22.0,[],Heavy Merge,0
768813,42ppsnCFRHeex2yF0Z2GyH,26.0,[],dongabionnes,0
351120,62OnhOByi1GRKQj9eN689k,19.0,[],Джей,0
859684,3KfMBGpfjtSQuZDJ8MFn5G,1.0,[],Superspark feat. Jøden,0
70757,0IHEtl5vYHC7KTNBstRMwt,56.0,['focus beats'],Hayjee,34
148699,21y1yhpLrgBrvyePHtF4Aj,10.0,[],HUMBLE32,14
142132,4Z8W4fKeB5YxbusRsdQVPb,6049256.0,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']",Radiohead,81
1103677,1Vj3wf5GSEfEvEXVMiS9Tm,3.0,[],Juliyaa,0
99162,5fGg2yYj6JkoUkfvOkYCQM,149.0,[],Lonny Price,17
110948,2AzfqHecMYe7CmdXYZmIYx,0.0,[],Taube Bienowitch Orchestra,43
47143,0KIKbP7u5R44dmndlVNj1m,5.0,[],C-Dot the Investor,0
512838,21eLdOAeJn12DqD4PvIvNB,22.0,[],Melissa Cameron,0
650842,19V5n1Hr0YixAthnGOURyk,8.0,[],Hi-Rise,0
857658,7gB3rNApalvWS1SsACZPkq,96.0,[],Zuleikha,2
978498,2pPgdLoh5S8i6w2gDmELvT,104.0,[],Benny Sandico,13
313639,6Pg7Yt0sOJa1iL63lYnoyO,1769.0,['drone metal'],Wolvserpent,2
653391,1FR3a1TZwcGouksFdXmDcU,8.0,[],De Tropikuls,1
514608,0TCryhvM4Ae7JbtOTsHmBp,23.0,[],Rezistencia,0
445742,3HVu17IKkNAlPW7T0OBri9,415.0,[],Kevin J Dill,26
319280,66OFD3xQp0RqtL9s0rkO4L,204.0,['brazilian modern jazz'],Gustavo Tavares,13
200675,1OfXYvGx1HCkZWSCYL419w,24.0,[],Domenikos Vamvakaris,7
410291,3OANr34OaO2YdSeOsVhwzF,98.0,[],Dawn Marie,0
775523,1Gp39u1ZesXOY3trQcr2r0,596.0,['colombian black metal'],Asbel,6
47468,2mwN5WQ1mAhOibFEbfFfsG,118670.0,"['blues', 'blues rock', 'electric blues', 'modern blues', 'texas blues']",The Vaughan Brothers,40
659242,3PZKwuHbFYsnyYtz5Uh92F,838.0,['minimal synth'],Makina Girgir,7
527204,2p3EsCpybyoSn0L3QsF4o6,70.0,[],Banda Villa Union,1
110805,1xT5p0VBpnZDrvVSjX9sri,506480.0,"['big room', 'dutch trance', 'edm', 'pop dance', 'progressive house', 'trance', 'uplifting trance']",Dash Berlin,63
423822,5M0txF7H63VhdlwoZvdJ4m,18.0,[],Mr. G,11
749241,6hGz8GY80RdrgBmVT7o5Yr,983.0,['deep liquid bass'],Centaurus B,6
826073,2rxku9aJ4EBnHFSKNEHhQR,156.0,['greek rock'],Drunk Jackals,1
760855,2CxCVXRQ2PMHJoT4XQi37g,74.0,[],Eef Albers,1
640209,2cXhr1Nnly185zVUOQeKB2,14.0,[],Bubba Chandler,1
102054,450R1iQ3HImRJnq1eyNWdG,449.0,[],Yayo El Indio,29
198505,5osnk1axhoJquQS96nUgvl,3.0,[],Taveres,0
417480,6Z03jw940PydvfB4BzYWnx,87.0,[],Rhigo,1
308592,61n9sOIRfmZTOKxwzHKYQy,53.0,[],Asya Saavedra,18
808528,6tWfxyPNUKmwEu09G9psQP,2663.0,[],Celia Cruz - La Sonora Matancera,17
45997,3Om2xQbLD6af0jmrMryO1w,40216.0,['danish pop rock'],Saybia,48
800696,5OysjCpkWsUddGGK6LdbZR,53.0,[],Paula Lima Oz,9
332318,0sGOM5G1Z48iL0YueoOmDr,157.0,[],Not Yourself,31
909780,5kzlTFRKWvUcIL2LH0UFfH,5.0,[],Mandy Burgan,0
908786,3oAcYiOCSFhlgWcJ0PtZcr,289.0,['cardiff indie'],Calling Apollo,4
517451,3KM0i77hlf7vjk5t7sx5SP,82.0,['classic peruvian pop'],Embajadores Criollos,0
468625,6Ze5RY6wGpIce8EzQrscQr,5.0,[],Mary E. Byrne,4
1092493,7i50kdUrJSwt4ds1b0OsvM,733.0,[],Aaron Crawford,14
250339,78BcpI6xAAlflcvSQK014a,4499.0,[],Jessica Universe,29
563028,32MC0yge2TXfcM3iLP1cIA,1761.0,['philly indie'],Shannen Moser,14
1075974,2PeDuSNXP1XFJg9Lm5CS3h,45.0,[],Mind Nine,0
543303,6pIGQ0WMCfZGwUAieFM8J1,29.0,['lincoln ne indie'],Floating Opera,0
486198,54LxkYyqUVN7aKwDlUJNG6,245.0,[],Island Bound,5
999683,6WSv9twsKbWSE8Pw1m7BFY,66.0,[],Monkoora,0
740276,6NOdfkdNMzY0jT1YxCWE3J,589.0,[],Steve Strong,3
569171,314O0ETcr7Vp094fiVah2b,559.0,[],"Daniel Reichard, Ensemble feat. Tituss Burgess",33
274796,01ENeXhJ3a21oSa0gg5HdT,73.0,['canzone napoletana'],Emma Mastrocinque,0
981026,1GkugJKHo2fS1tra09Wbsv,631.0,[],Gabrielle Aapri,19
416380,4MKlee4tYtg93qmmxrGNFD,28.0,[],Cristian Myt,0
167901,3AM9AbWgFUVoafyTybgIQE,670.0,['soukous'],Shimita El Diego,10
441422,4rwqh0v9NCXZvKbg5NFtHY,95.0,[],"Cleophus Robinson, Jr",6
660108,7jjQWb5gKiusqVNlfDTILZ,44.0,[],Dajana,1
489150,6Z8fzK5v2jH7sdn3wtK4kQ,4.0,[],Until Graves,0
301372,0O2rkthmkfNGKkiZbdx0IM,65.0,[],Meditation Krishna,3
853481,6zzoiZArJjH2ikjUTnm0Q3,380.0,[],95 Royale,4
503482,7GutDPEVeeXk0Q8pmOjc3Z,75.0,[],Gepetto All Stars,4
386305,5MOn6WfWQElnATWNprHY1y,2.0,[],Buster Bailey & His Chocolate Dandies,0
491704,27is9xytnobXZzGlPWMGHR,113.0,[],Lyann,1
281511,7n2RwuKDaNNSixS4pOIoeL,5557.0,"['african gospel', 'congolese gospel']",Groupe Adorons l’Eternel G.A.E.L,28
683208,0g8YmuSdoUJm0zmrhKWdcM,1.0,[],Scar My Eyes,0
86659,7LP5KDtJlmsZ2gOtL3yJdB,8931.0,['classic persian pop'],Homayra,36
197681,2CK5azw55ujF78bo4LLsKS,1877.0,[],Leo Pereira,26
554771,4281mk6YGbk8b8Tl5qg8vC,654.0,[],Asta Hiroki,14
812086,5O2I5Z3y0QVZ5CTiZslJlA,56.0,[],Suenyos Garau,1
249695,2W5iFE4XBKatyFUtgKfIbH,2627.0,['malaysian indie'],Disagree,22
556584,7nB3bHObq05wILMmNmCbwv,5.0,[],LJ & The TreeSleepers,0
504168,5invLjAbMjYAs5zAzPgvOD,1002.0,[],Julia,23
790954,1jWPoMRupVdpEXKElYKe84,8.0,[],Luiz Loy,1
573670,2Bf1pgpeZU6E6MjrPqGtxB,18.0,[],Ain't No Before,0
111927,5QDWs6ykbQA7qcqw7I2sTm,324.0,[],Danny Shah,40
216148,2KQC48paYb1j7m8xNUZelq,808.0,['marathi traditional'],Master Dinanath Mangeshkar,1
1098220,20Ro70owUnKMhYkfirpMjv,1.0,[],Mark Twain's Dog,0
934456,2TlFHeMIsUOzK53jNBGXdK,560.0,"['cosmic black metal', 'czsk black metal', 'sci-fi metal', 'slovak metal']",Aeon Winds,5
819978,4NxYFzcBezCTaaCM8BjprL,718.0,[],2pac's Outlawz,0
218994,68wOZCvCTgPvVu5OTmABPA,211779.0,"['desi pop', 'punjabi pop']",Karam Bajwa,35
1070931,0zmjosfDI7APip4EjS8NVQ,19.0,[],Hunno,0
749632,74RCG9bJGG2iHvV7lBSOsJ,38.0,[],Dr. Sirbrother,0
74779,01MfqS0TG8s0lBsvyeUedp,0.0,[],HRVMCOW,0
235322,4uaAa8O3FVSXjJAFsLI24n,4749.0,"['melodic hard rock', 'modern hard rock', 'nwocr', 'sleaze rock']",Hell In the Club,23
116992,06TLJI6YUWRtvF9gzaUj3j,11.0,[],Kotze im Einkaufswagen,0
453692,6AXVC5gPKRLCQBOvI0Dgpc,85.0,[],Lil Steve,11
71730,1IL28IIYxPsWnGbvKjhAq6,0.0,[],Kris Zaga,0
346327,5dDaqHLBeJZhAQfePvgWOe,295.0,[],The Coastline Band,4
6696,4uyBR2gAhSbntQhUrfGbht,0.0,[],Kae Kae,0
37790,1TiwXF12ncETUaMgMXmv9r,6019.0,[],Jay Kila,29
644934,69yyDHolQjocO0tJK1arc9,731.0,['indonesian ska'],Skalie,2
681919,7hRpcUBt8qW4ZNa34j4aYk,450.0,[],Vanessa Falabella,6
417904,0FXXHXjVc3AEKkxJXbg9P6,16.0,['neru'],周波数の波動,10
192653,0Q8ij6IAaZzbsYd21FyYum,39.0,['musiikkia lapsille'],Juha ja Hannu,0
1061452,1c5EnzTWURnuXk4QTs0bz5,33.0,[],Thrill Rules,1
441545,0iKyOfTW5jIgYc6skeFleT,13.0,[],Mogens Width,0
741773,0Pkpg2XNr2WfibZ1Ysbt84,538.0,[],Emmanuel Djob,5
814300,1c9ActcEkgvtmiFZ2hkd2p,5.0,[],the Yo,0
121634,7c5qu1gNlg8jWDzzmlp89O,73782.0,"['bboy', 'deep house', 'electronica', 'filter house', 'indie soul', 'new french touch', 'nu disco', 'nu jazz']",Kraak & Smaak,58
704595,4KiiGIVvhcOXV04NFXV70w,326.0,[],Trey Wilson,20
352546,6KQeOK49ibMgNclS8KwSZM,12.0,[],Tríó Björns Thoroddsen og Andrea Gylfadóttir,0
1018829,2fUmFxkMBWwrs3h4GQEICe,21.0,[],Tantalus Quartet,0
1027180,5w12mUCA6Tn6cICsWlFcNE,204.0,['funky breaks'],Shantisan,5
726161,3yHCWXaFFprQxdSr9MUh1d,253.0,[],Hannah Fisher,2
961203,7Cr2ebLTCxNxUUaMwTRfAM,8.0,[],Caveman Recording,0
577428,63KkW8lDOCUKkKc86V3TqH,23.0,['japanese progressive house'],June-Voice,0
627609,6HeS9SCnotIYpEVPLfxXbh,0.0,[],Pentad,0
743860,52wFnNL0bRnnizsGeNtzza,20.0,[],Whiplash & Turner,1
503705,04ymjnsmwrNvC62bUvlyr1,39.0,[],Massimiliano,0
911678,65yN9GGpR0UfkNz2lGcb4a,29.0,[],David Merrick,0
176630,4djGLeOcsUHAkYPLjNxIa0,66.0,[],James Redfield,1
836913,2RbusggWD8VuvdxzvYmUO8,4.0,[],The Elementalz,0
646593,5MiAhePXusRImgXkuYcwkx,29.0,[],Dide,18
781168,56X55wBtDtPGa7NTgT5ASu,75.0,[],Elin Forkelid,2
44915,1F3yfrc1DyiWsM0YG7kpsN,3576.0,"['art song', 'classical baritone', 'classical performance']",Matthias Goerne,44
1075275,4rIExjYeDAcRyUOewigk7P,197.0,[],Unseen Tiger,5
476774,0wkTNkmBPmC5E2GITtqwAn,17703.0,['acoustic guitar cover'],40 Fingers,39
270352,129OOGilLe4iO2ak9zbJGl,2174.0,['kizomba antigas'],Euclides Da Lomba,15
215381,57tOKxH2mO20FVOdz9vlFJ,2006.0,['tejano'],Agustin Ramirez,15
106481,04Czu1zkPSiemymskL3ZPW,0.0,[],thrzbeatz,0
665694,6LjK41f1ZWQFmJJF98dr9k,23.0,[],Ricky J. Archuleta Jr.,0
1046737,3C3tthEpjOj8aOY66kx3Fx,813.0,['roots americana'],Victoria Bailey,15
478153,1NFaAsF8zE6JnPNwf6O41q,22.0,[],Splinter Group,1
525619,1PsoZJFsAALILCnUERVSMr,7.0,[],Lichtbeuger,0
478105,2GemGEjAM532d4k9dxUx7h,258.0,[],Presidente Morsa,4
260812,6CiruHXr2TFLIyCrrXhykK,23175.0,"['electro', 'old school hip hop', 'philly rap']",Three Times Dope,27
691333,3Wlhib2ZSvCwgJDei4gNTr,23.0,[],Mayam,0
1101007,0LmXtrPxFrkkfMUATjnvat,136.0,[],Ohoud,0
401397,3pdwXXRchkD2fQ4dACBZOB,25.0,[],Low Man's Joe,0
113883,0DwFs7VAaBiOx9qVM5rKgv,0.0,[],Gavie Malik,0
127923,0Nz1aVa8DwibbuPtkMTtne,0.0,[],어모먼트,0
923527,00O5d9k1ECds3js4SXguqK,116.0,[],Bobo Sind,0
383611,1KY5jwJzDFpf6fLjfB8dFl,2.0,[],"Mirto Picchi, Orchestra del Teatro alla Scala di Milano, Tullio Serafin",0
957099,2mxEIaSsFENq5XjKY6p7Ot,432.0,['russian pop punk'],"Skulls, Angels and Sluts",6
688477,16zzqvKfBqUxhOFh5E49H9,5.0,[],LAMBIC,0
34171,0Au8UQIwGMDJFKJp2DPxRM,2.0,[],Siddiqa Khalil Qasmi,0
822361,7JMN4VRyTPMU10mJTI7TiP,39.0,[],MARK Harmony,3
765616,036RFcZpVNUeSpKUN12tup,138.0,[],Kiana Luna,4
491603,47zhGpCk5J9DmdFZdm83LZ,167.0,[],Asana 1,11
479945,6FYfST9Pqt2aRCs958qR8J,1113.0,[],Nossa Alma Canta,20
743037,2WSyqjczO4jgS9AbZDuRtx,61.0,[],Teenage Warning,15
678180,2MlYDdlIXZGuWnS3rOQ9yF,11.0,[],Dave Pagan,0
783071,6SQTR5Irn1fMZl2m34PJUV,0.0,[],Calle Real Me Lo Gane,0
977548,4YkijZ7xikHgM9SHdpqGtA,10.0,[],Dj's Alamal,0
30779,5WAQOmu0t73ueEVvBXsnG4,9970.0,"['ensemble stars', 'j-division']",Trickstar/氷鷹北斗(CV.前野智昭)、明星スバル(CV.柿原徹也)、遊木 真(CV.森久保祥太郎)、衣更真緒(CV.梶 裕貴),37
462554,6slr6vf332Wj2j66AgilhR,20.0,[],Akin Khan,0
829696,1I46tmnFXnLuU2wwSP6kKV,75.0,[],Brazilian Pop,0
247345,3MxfXbWAdEQ2TD7723ZiYO,615.0,[],Cows In Love,0
194553,1m5FSVyHudkc4IfklZkJvV,102.0,['rock catarinense'],Próspera,1
306911,3liCu9YFMKdei1JwrgzIbN,3127.0,[],Uğur Ersöz,33
569504,5MUBHXSKphph8g23g66ByX,64.0,[],Monto,1
465232,3kU5od7HC7Hn9YfxF08FER,367.0,[],Kate Wakefield,2
568358,7MQtXvpnbkKUkfqLC803Xu,14.0,[],Andrew Mazzone,0
621110,7hlz5CEI7ZHhE2swJKFrB2,12.0,[],R. David et son orchestre,0
401519,3REg9cWMyMDuK6ZcJKJX7i,292.0,[],Skyla Vertex,3
345967,3NR2qu7gFYqRvE5y24RJ1G,111.0,[],Conel,2
817056,39rHDdxhJYRjcybFIbMEd1,69.0,[],Merlin Miles,2
725279,1p2pAsX8HHN3neIjD7kuIZ,9.0,[],Mental Afro,0
624588,72Q6Y1VLDUv2aBlLKbHtZf,7.0,[],Modband,0
973318,3121AQETMztJVu59OKAnFJ,3004.0,"['greek metal', 'greek rock', 'modern progressive rock']",Mother of Millions,17
663585,0jRvCTijAjXQzyhtN9Ejwq,500.0,['electro jazz'],Tom Eno,18
125837,3XeyvQFCKh31WZiryj13z8,0.0,[],$auti808,0
799972,7iWXGiqtDbcNzxJ5hO07Vs,18.0,[],Barssko,15
216894,2rlsbzRrqktTVf9nk7vLir,61.0,[],Bhai Deshdeep Singh,16
53481,3OrsUbbT8e368stLPGK766,56.0,['deep free jazz'],Camille Sauvage,3
873350,6JPbvxYpM4QtbPwEj3MWbH,25.0,[],遠藤正明,0
35101,1ZkiicBUSBwH2rOywqQ4Od,502.0,"['french romanticism', 'late romantic era']",Jean-Baptiste Arban,19
37489,1gi7PKJyFUmv68f1ivYJ5s,6750.0,"['classic danish pop', 'dansktop']",På Slaget 12,40
322264,6HBnX9UpTeyI5H5V6eewkt,9.0,[],Best Death,0
372211,1MYa8RTCPk65civexuvo7f,19.0,[],"Alison Balsom, Alina Ibragimova, Mark Caudle, Alistair Ross",4
737541,6p9cU5V8TUTl0pHYSNY0x5,15.0,[],In Itself,0
333281,6X0mEYbZeI4HYf1dqFRKfJ,0.0,[],Jeff King's Catalyst,0
1097158,0yLAnjlzXphEOZL0BYphQg,2.0,[],Antony Arcuri,0
745868,6EUKi8yhLJVO8LiKA404a0,170.0,[],Авиа,5
849704,6rRWonnd3q6UUL7XCzWYl7,17.0,[],Rita K.,0
431316,3Eo8xTt46ag5H347J9awrb,133.0,[],Sound Makers,11
264190,6fS8nshwrWNbS6UYzenap3,3.0,[],Maryrené,0
998351,4QoyZZWGYXoDyYGTv04Y9j,62.0,[],Le Public,0
185139,6xwAqGGvJQzvYcz1PcimwQ,24.0,['barrelhouse piano'],Black Boy Shine,0
824787,5WpgoGPr4Spc5gI4f7AKND,10.0,[],Luminair,36
504744,4jvxoeYUVaKbfQC5XxoFiq,82.0,['danish hip hop'],Mortito,8
99247,55owbkMYdl0SSTlyWuPpZ2,933.0,[],Robert & Johnny,24
1010269,7ndrzTWTcaudAGMgejS5GB,8.0,[],Joel Gragg,0
3515,0FI4eugLKw31UJeD2yRvP0,4.0,[],Ceci Liala,0
675242,1Ikh10jftZpHYI7yqx3V0E,38.0,[],Svarts,5
231028,06Xo91HLVMUxNO37YxTlwA,1351.0,"['j-division', 'tsukiuta']",SOARA/大原 空(CV:豊永利行)、在原守人(CV:小野友樹)、神楽坂宗司(CV:古川 慎)、宗像 廉(CV:村田太志)、七瀬 望(CV:沢城千春),23
607321,4UiX7hvFzfnjkEpG5k4gJd,100.0,[],Makoto Kino,0
367172,15A5puZmE1MlaK7aFWfL0a,673.0,[],LotH,36
263556,71wtIwYtNBs1rAYuldmIyo,4521.0,['rap maromba'],Familia Shake,26
1074623,1U6VZQrgQ4CNXbS6FpP0QC,18415.0,"['atmospheric black metal', 'avant-garde metal', 'blackgaze', 'chaotic black metal', 'french black metal', 'french metal', 'lovecraftian metal', 'post-black metal', 'voidgaze']",The Great Old Ones,24
315120,32vVZ68ohRvPejj9MtU070,16.0,[],Joe Sherbanee,0
1032875,1jEEQWJhjZFlLokogjUeYT,420.0,[],ARM/TEPR,0
183467,4r3SnXMswiuZZNDD1OzJqv,12138.0,"['beach music', 'southern soul', 'southern soul blues']",Donnie Ray,27
224600,4KlxRvPU0MKTh7KEKLDYxF,37.0,[],Fabio Estefano Salgado,0
245317,6cAstWrYVb1BxHyRQJJskF,71045.0,"['polish hip hop', 'polish trap']",be vis,59
222452,0SqoG8ERDty6sUjUxD5pHn,157.0,[],Some Little Things,15
218691,1Fp2NbOlCFFrrkc29QbhBC,4940.0,[],Chirantan Bhatt,21
114919,20BGnVwp6wPkMv94aWm2QI,1519.0,[],Andromeda,26
1039311,3nScSlcIjzkzQlpbnh2EYD,86.0,[],Abraão Lima,0
699016,6EGiCuki3lR2xk4PuoGCbr,208.0,[],Vessel Chordrick,8
696217,4sFqDPjKzqPKMR5BadNms6,472.0,['funk evangelico'],AJ MC,10
678012,0QNoz9JSZXUGsZuIkGifhd,560.0,[],Ludmillah Anjos,6
644248,2XbaO2ytgopMdeuCMcQ2wZ,70.0,[],Lucas Nadal,0
998930,6SHEkINEWdaS8DThM5GSJ3,115.0,[],Tracy Johnson,2
545047,5JCyLOcEZsUiTLCUqqcIFz,5747.0,['uk house'],Elliot Adamson,28
546308,1a5RdZHkPGB92zP5YKriyK,3.0,[],Matt Weiner & Del Rey,0
1090123,197WQ3wcxOPupba8SwBolq,3.0,[],Eugen Wolf Mit Seinem Orchester,0
695299,0PQZA3CyUCsOYsm1cuhq5a,711.0,[],The Trims,1
105607,4LUxHgn2KXT5QwyNeZYDYF,0.0,[],Joseph Darmanin,0
802645,77JxqpV1lBaWeTaK6siboG,236.0,['theme'],Malcolm Lockyer,9
494112,0rpgWrp4Jg5XytHC2L8zO9,36.0,[],Cécile Ousset/Sir Simon Rattle/City of Birmingham Symphony Orchestra,0
746739,0Zr5hiV4vlgni212NY5edO,138.0,[],L-Vis 1990 presents Dance System,0
699774,69HZc0P77aI7VUFx4GAdQm,897.0,[],Link do Zap,22
822336,0KJK31FaEPATPQPijXhDOD,129.0,[],HIGHGUYLAI,14
963361,6NzPfupgUWhgbJjuqX9Gnw,5.0,[],Liana Papalexi,4
817460,50E9gtTOTtvApm4lDigOWd,590.0,[],The KDV Deviators,8
39162,0OlyrfyFjD4TBQKkRWdiS6,0.0,[],陈紫妍,0
981107,1lNHh7fYcpvynWz09WuSMS,3.0,[],Debra Blaquiere,0
1043997,1IkFZbs4s8sFuUvTzhY6wU,6.0,[],Yuuki Kamezawa,0
421101,2AFknT8foxDv1JFDXnMvQJ,7.0,[],Sharon Leal,2
678610,2jRvNAOmkEt1pFaQzlyyOC,26.0,[],E.V.O.X.,17
48349,0KE1qcrLWH47hOW6Rs0iYU,1.0,[],Deadly Tank,0
681686,30cjjGBF5uYa8eB9kTM3N6,38.0,[],Marijn Walraven,0
537470,3E7Gs5QFdS6t3S99EzKPSY,55.0,[],Temple Society,0
496949,2iP1QinOm5gjOhAms6mugg,1415.0,[],Velile,40
1019579,38HhhPmVXs1CxrF8xxqCw9,63.0,[],Alikast,2
983884,3NbPF9jaLMnOAt4LLrKpRG,65.0,[],Jitzu,1
407823,13CPOWLAYa2sN7Y9k2TtLT,1025.0,[],LK O Marroquino,26
512427,4aBbbDOK8mCc5T8u6MhRSM,2.0,[],Aaron Simon Briggs,0
1011118,1i21yMnYVUPNt1P11KgL7Q,17.0,[],Kiji (kyosokarma),12
606970,2rLAQgfOyP9BDCGdlSewcW,7.0,[],Moore:Music,0
504657,0fa7wF5pICRjc21M46zwKC,3.0,[],Frenz Hessing,0
797463,7uddgXHBciz9zdI9mNnX59,58.0,[],Psico C-m3n,0
300358,2hbba2BStMNL0srnRkyZc1,1580.0,"['italian folk', 'musica sarda']",Maria Carta,18
740724,4YrJea7gz3HFBnlQHfzF7o,18.0,[],Manuel Turobin,0
613974,419XE2zlVFqcMmdlRNhk5P,17.0,[],Vincent Audat,2
451229,56wwempdUKcdUG8bb03iNt,4.0,[],The Barefaced Cheek,0
420950,4dcGPbrDtLyW3qwdLWTebh,33.0,[],Priska Idol,2
681558,4B51vHwLZhT2gT5rZVU8xv,10.0,[],The Disko Starz & Ice Cream,1
92193,0DsxdnBd73lp1CqKXVT7qx,2.0,[],Bambi Lifeboss,0
717823,1dDZR56ZkBcu83ya3VAO5L,28.0,['swiss folk'],Familienkapelle Bürgler,4
895846,2kHwrKJVzYPa4n3HFPxQJi,4.0,[],Derya Altunbaş,0
821504,4sygHSNmDP4Gxu5xG4BQMt,370.0,[],Margarita Henríquez,5
589608,5NBOXtEQwYsIjnDV7wjykV,18.0,[],Andy Panayi Quartet,0
237870,7sAgUDgrln2VDNAHXO3TlQ,11211.0,['old west'],Spindrift,32
442172,6EJjtEwAe4hzhSWrtuMYQn,1.0,[],David Khavari,0
794147,4CJkhCfMjBIc5fQmTdycd7,258.0,[],Cities Of Foam,4
202136,6HsEdqVl34CMouiyGVOEWE,591.0,[],No Hard Feelings,25
733534,72mNhejoneyWoywvYlxhss,244.0,[],Lillen Stenberg,8
347210,5ZHoNnI15qJ9fmAQwdZdYW,462.0,[],Moshav Band,2
1101095,4838EgDrxQ9KtgSac5lOqP,6.0,[],NakedaudiencE,0
62008,1N91q7VyrVV7LE0QjBEwY8,544.0,[],Sergy el Som,38
219057,3KKlVN3STUKo0FihvOpcOC,272.0,['baps'],Amey Daate,8
1056530,29EuQNEMFcsFD7eJ9Y4ELj,95.0,[],Weedy G Soundforce,6
1004373,0wmLLfKScOd2kvsV4ekyor,32.0,[],Crossroads Church,0
941273,1fn70HLHKc2pSu0fxnWT6m,314.0,['uae indie'],Nikotin,14
562843,38BJZJID1A3IhLUn3JCARI,1107.0,[],Debojit Dutta,1
451329,6nH7HjT8QPbZI2wnTjtJui,5044.0,[],The Both,24
270203,7apC1qMmzE35V9IxxuJ4MH,1108.0,['portuguese folk'],Tais Quais,13
791756,6NoRKASrDH9VfonLYjUKJM,29.0,[],Amilcar Lobosco,0
82803,0tL9tWYdf4VrgLHQSv4ciE,1253.0,['tunisian pop'],Walid Tounsi,14
300602,7jl90bEd31erg4ywDavtm6,0.0,[],Sweeping The Noise Floor,0
416398,4JQ7zuh7G43YdKesMYsUFm,978.0,['beats'],King Cash Beatz,26
84716,08VnyoerfmkaAYJQp2XqtD,0.0,[],1K8UGLY,0
489703,7qoeZ01NXcbAsa7xrA9AfU,1731.0,[],Allen Hulsey,12
714748,7GB5tAAIt8gYdPcEDWYQ8a,4.0,[],Ronnie Crow,0
980614,3kL8K8AmGKbA3LbB03TuVD,8.0,[],"John Holloway, Davitt Moroney and Susann Sheppard",1
586506,6IybZH3ik7Su44HOu2Ql9q,61.0,[],London Acid,3
437677,6JMBm697p5j951ArKwisfR,121.0,[],Sheena Wellington,5
323573,2jdw9RyeUSUd5lEbNuD4id,145.0,[],Etare Neged,16
421471,33GL2MqN5pTirPEsfYgWWp,16.0,[],Axlade,0
280622,5qUd4VVKEE7YhGOzUY17Gh,10.0,[],Stefan Melzak,2
